model,best_params,cv_best_f1,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,experiment,dataset,protocol,variant,landmark_percent,setting,features_before,features_after,pca_variance,pca_components
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=3,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=4,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=5,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=6,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=7,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=8,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=9,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=10,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=11,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=12,,,,
knn,,,0.75,0.75,1.0,0.5,0.6666666666666666,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=13,,,,
knn,,,0.75,0.75,1.0,0.5,0.6666666666666666,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=14,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,10.0,k=15,,,,
linear_regression,,,0.5,0.5,0.5,0.5,0.5,,,19,south_german_credit,historical,revised,10.0,default,,,,
logistic,"{""C"": 1.0}",0.9719884982965667,0.98,0.98,0.98,0.98,0.98,0.9985,0.998601549475336,4,south_german_credit,historical,historical500,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.9630104149995856,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.99655,0.9967112016035172,4,south_german_credit,historical,historical500,10.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.9683683586836676,0.98,0.98,0.98,0.98,0.98,0.9985,0.9985743658210948,4,south_german_credit,historical,historical500,10.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.949351069226099,0.96,0.96,0.9791666666666666,0.94,0.9591836734693876,0.9967,0.9968171055640296,4,south_german_credit,historical,historical500,10.0,default,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.9595607309192844,0.965,0.965,0.9696969696969696,0.96,0.964824120603015,0.9979,0.9979369963428776,4,south_german_credit,historical,historical500,10.0,default,,,,
logistic,,,0.95,0.95,0.9591836734693876,0.94,0.9494949494949496,0.9871,0.9888732382738606,6,south_german_credit,historical,historical500,10.0,default,,,,
logistic,,,0.985,0.985,0.98989898989899,0.98,0.984924623115578,0.9988,0.998909009009009,11,south_german_credit,historical,historical500,10.0,default,24.0,10.0,,
knn,,,0.95,0.95,0.9591836734693876,0.94,0.9494949494949496,0.95,0.9316326530612244,15,south_german_credit,historical,historical500,10.0,k=1,,,,
knn,,,0.95,0.95,0.9891304347826086,0.91,0.9479166666666666,0.97745,0.9716135500211058,15,south_german_credit,historical,historical500,10.0,k=2,,,,
knn,,,0.955,0.955,0.9789473684210528,0.93,0.953846153846154,0.98635,0.9851929824561404,15,south_german_credit,historical,historical500,10.0,k=3,,,,
knn,,,0.945,0.945,1.0,0.89,0.9417989417989416,0.99565,0.9935716905023836,15,south_german_credit,historical,historical500,10.0,k=4,,,,
knn,,,0.96,0.96,0.9791666666666666,0.94,0.9591836734693876,0.996,0.9946654820298544,15,south_german_credit,historical,historical500,10.0,k=5,,,,
knn,,,0.95,0.95,0.9787234042553192,0.92,0.9484536082474226,0.995,0.9935913126231825,15,south_german_credit,historical,historical500,10.0,k=6,,,,
knn,,,0.955,0.955,0.9789473684210528,0.93,0.953846153846154,0.99565,0.9943656623734024,15,south_german_credit,historical,historical500,10.0,k=7,,,,
knn,,,0.95,0.95,0.9787234042553192,0.92,0.9484536082474226,0.9948,0.9933652427587706,15,south_german_credit,historical,historical500,10.0,k=8,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.99515,0.9937739381087732,15,south_german_credit,historical,historical500,10.0,k=9,,,,
knn,,,0.95,0.95,0.96875,0.93,0.9489795918367347,0.996,0.9951445488057388,15,south_german_credit,historical,historical500,10.0,k=10,,,,
knn,,,0.95,0.95,0.96875,0.93,0.9489795918367347,0.99595,0.9952852736629584,15,south_german_credit,historical,historical500,10.0,k=11,,,,
knn,,,0.955,0.955,0.9789473684210528,0.93,0.953846153846154,0.9958,0.9950874499296498,15,south_german_credit,historical,historical500,10.0,k=12,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.9956,0.9948363252390996,15,south_german_credit,historical,historical500,10.0,k=13,,,,
knn,,,0.965,0.965,0.979381443298969,0.95,0.964467005076142,0.99535,0.994492161548372,15,south_german_credit,historical,historical500,10.0,k=14,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.99555,0.9948288526160308,15,south_german_credit,historical,historical500,10.0,k=15,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.9951,0.9945111150982132,15,south_german_credit,historical,historical500,10.0,k=16,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.9951,0.9945080847951828,15,south_german_credit,historical,historical500,10.0,k=17,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.99475,0.9942224876172128,15,south_german_credit,historical,historical500,10.0,k=18,,,,
knn,,,0.965,0.965,0.9696969696969696,0.96,0.964824120603015,0.9945499999999998,0.994120257012348,15,south_german_credit,historical,historical500,10.0,k=19,,,,
knn,,,0.96,0.96,0.9693877551020408,0.95,0.9595959595959596,0.9942,0.9937057273853216,15,south_german_credit,historical,historical500,10.0,k=20,,,,
linear_regression,,,0.97,0.97,0.979591836734694,0.96,0.9696969696969696,,,19,south_german_credit,historical,historical500,10.0,default,,,,
logistic,,,0.5,0.5,0.0,0.0,0.0,1.0,1.0,6,south_german_credit,historical,revised,20.0,default,,,,
logistic,,,0.5,0.5,0.0,0.0,0.0,1.0,1.0,11,south_german_credit,historical,revised,20.0,default,24.0,9.0,,
knn,,,0.5,0.5,0.0,0.0,0.0,0.5,0.5,15,south_german_credit,historical,revised,20.0,k=1,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,0.0,0.5,15,south_german_credit,historical,revised,20.0,k=2,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,0.0,0.5,15,south_german_credit,historical,revised,20.0,k=3,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,0.5,0.5,15,south_german_credit,historical,revised,20.0,k=4,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,1.0,1.0,15,south_german_credit,historical,revised,20.0,k=5,,,,
knn,,,0.5,0.5,0.0,0.0,0.0,1.0,1.0,15,south_german_credit,historical,revised,20.0,k=6,,,,
knn,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,south_german_credit,historical,revised,20.0,k=7,,,,
linear_regression,,,1.0,1.0,1.0,1.0,1.0,,,19,south_german_credit,historical,revised,20.0,default,,,,
logistic,"{""C"": 1.0}",0.9847514785098024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.9824526961135496,0.99,0.99,0.99,0.99,0.99,0.9997,0.9996999799979998,4,south_german_credit,historical,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.9834841592683023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,south_german_credit,historical,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9757141464365798,0.985,0.985,1.0,0.97,0.9847715736040608,0.9994,0.9992174757281552,4,south_german_credit,historical,historical500,20.0,default,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 200}",0.9861336218116952,0.995,0.995,0.99009900990099,1.0,0.9950248756218906,0.9999,0.99990099009901,4,south_german_credit,historical,historical500,20.0,default,,,,
logistic,,,0.98,0.98,0.9897959183673468,0.97,0.9797979797979798,0.9977,0.997819275510892,6,south_german_credit,historical,historical500,20.0,default,,,,
logistic,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,south_german_credit,historical,historical500,20.0,default,24.0,11.0,,
knn,,,0.985,0.985,0.98989898989899,0.98,0.984924623115578,0.985,0.98010101010101,15,south_german_credit,historical,historical500,20.0,k=1,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.9996,0.99921568627451,15,south_german_credit,historical,historical500,20.0,k=2,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.99955,0.999126213592233,15,south_german_credit,historical,historical500,20.0,k=3,,,,
knn,,,0.975,0.975,1.0,0.95,0.9743589743589745,0.9997,0.9994174757281552,15,south_german_credit,historical,historical500,20.0,k=4,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9994,0.9992174757281552,15,south_german_credit,historical,historical500,20.0,k=5,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.9993,0.9990307692307692,15,south_german_credit,historical,historical500,20.0,k=6,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.99945,0.9991277699198492,15,south_german_credit,historical,historical500,20.0,k=7,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.99965,0.9995238095238096,15,south_german_credit,historical,historical500,20.0,k=8,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.9996,0.9995238095238096,15,south_german_credit,historical,historical500,20.0,k=9,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.9996,0.9994173648134044,15,south_german_credit,historical,historical500,20.0,k=10,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9997,0.9996153846153846,15,south_german_credit,historical,historical500,20.0,k=11,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.99985,0.9997087378640775,15,south_german_credit,historical,historical500,20.0,k=12,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9998,0.9996153846153846,15,south_german_credit,historical,historical500,20.0,k=13,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9998,0.9996153846153846,15,south_german_credit,historical,historical500,20.0,k=14,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9998,0.9996153846153846,15,south_german_credit,historical,historical500,20.0,k=15,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,0.9998,0.9996153846153846,15,south_german_credit,historical,historical500,20.0,k=16,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,1.0,1.0,15,south_german_credit,historical,historical500,20.0,k=17,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,1.0,1.0,15,south_german_credit,historical,historical500,20.0,k=18,,,,
knn,,,0.985,0.985,1.0,0.97,0.9847715736040608,1.0,1.0,15,south_german_credit,historical,historical500,20.0,k=19,,,,
knn,,,0.98,0.98,1.0,0.96,0.979591836734694,0.99985,0.9997029702970296,15,south_german_credit,historical,historical500,20.0,k=20,,,,
linear_regression,,,0.995,0.995,1.0,0.99,0.9949748743718592,,,19,south_german_credit,historical,historical500,20.0,default,,,,
logistic,"{""C"": 0.1}",0.8962962962962964,0.25,0.25,0.3333333333333333,0.5,0.4,0.4,0.6538226694186446,4,south_german_credit,clean,revised,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 5}",0.9047619047619048,0.5,0.5,0.5,1.0,0.6666666666666666,0.46,0.7026315789473685,4,south_german_credit,clean,revised,10.0,default,,,,
svm,"{""C"": 2.0, ""kernel"": ""rbf""}",0.8518518518518517,0.5,0.5,0.5,1.0,0.6666666666666666,0.4,0.6538226694186446,4,south_german_credit,clean,revised,10.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.9333333333333332,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.3681083837043589,4,south_german_credit,clean,revised,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 100}",0.8412698412698413,0.5,0.5,0.5,1.0,0.6666666666666666,0.44,0.6357894736842106,4,south_german_credit,clean,revised,10.0,default,,,,
logistic,,,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,6,south_german_credit,clean,revised,10.0,default,,,,
logistic,,,0.35,0.35,0.4117647058823529,0.7,0.5185185185185185,0.4,0.6538226694186446,11,south_german_credit,clean,revised,10.0,default,24.0,12.0,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,15,south_german_credit,clean,revised,10.0,k=1,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,15,south_german_credit,clean,revised,10.0,k=2,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,15,south_german_credit,clean,revised,10.0,k=3,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,15,south_german_credit,clean,revised,10.0,k=4,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=5,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=6,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=7,,,,
knn,,,0.35,0.35,0.4117647058823529,0.7,0.5185185185185185,0.2,0.3878151260504201,15,south_german_credit,clean,revised,10.0,k=8,,,,
knn,,,0.45,0.45,0.4736842105263157,0.9,0.6206896551724138,0.28,0.4328070175438596,15,south_german_credit,clean,revised,10.0,k=9,,,,
knn,,,0.35,0.35,0.4117647058823529,0.7,0.5185185185185185,0.275,0.4326203208556149,15,south_german_credit,clean,revised,10.0,k=10,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.1699999999999999,0.4057142857142857,15,south_german_credit,clean,revised,10.0,k=11,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.32,0.5,15,south_german_credit,clean,revised,10.0,k=12,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.24,0.4068627450980392,15,south_german_credit,clean,revised,10.0,k=13,,,,
knn,,,0.35,0.35,0.4117647058823529,0.7,0.5185185185185185,0.225,0.388763197586727,15,south_german_credit,clean,revised,10.0,k=14,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.3976190476190476,15,south_german_credit,clean,revised,10.0,k=15,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=16,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=17,,,,
knn,,,0.2,0.2,0.2857142857142857,0.4,0.3333333333333333,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=18,,,,
knn,,,0.2,0.2,0.2857142857142857,0.4,0.3333333333333333,0.2,0.4142857142857142,15,south_german_credit,clean,revised,10.0,k=19,,,,
linear_regression,,,0.55,0.55,0.5263157894736842,1.0,0.6896551724137931,,,19,south_german_credit,clean,revised,10.0,default,,,,
logistic,"{""C"": 10.0}",0.9668018390816696,0.46,0.46,0.4782608695652174,0.88,0.6197183098591549,0.43596,0.5603999387230443,4,south_german_credit,clean,historical500,10.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.9523549495771718,0.5,0.5,0.5,1.0,0.6666666666666666,0.483068,0.4936566418233428,4,south_german_credit,clean,historical500,10.0,default,,,,
svm,"{""C"": 2.0, ""kernel"": ""linear""}",0.9597369677822272,0.459,0.459,0.4777898158179848,0.882,0.6198172874209417,0.4401819999999999,0.548329218254805,4,south_german_credit,clean,historical500,10.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""uniform""}",0.9353229943878016,0.488,0.488,0.4937629937629937,0.95,0.6497948016415869,0.384204,0.4446381039174137,4,south_german_credit,clean,historical500,10.0,default,,,,
xgb,"{""max_depth"": 3, ""n_estimators"": 200}",0.960458087266598,0.5,0.5,0.5,1.0,0.6666666666666666,0.579294,0.5543248210656258,4,south_german_credit,clean,historical500,10.0,default,,,,
logistic,,,0.514,0.514,0.5072614107883817,0.978,0.6680327868852459,0.81936,0.8504003228914854,6,south_german_credit,clean,historical500,10.0,default,,,,
logistic,,,0.5,0.5,0.5,0.996,0.6657754010695187,0.8361959999999999,0.8631243111240501,11,south_german_credit,clean,historical500,10.0,default,24.0,10.0,,
knn,,,0.495,0.495,0.4974146845915201,0.962,0.6557600545330606,0.495,0.4975129265770424,15,south_german_credit,clean,historical500,10.0,k=1,,,,
knn,,,0.479,0.479,0.4888416578108395,0.92,0.6384455239417072,0.479084,0.4897343251859724,15,south_german_credit,clean,historical500,10.0,k=2,,,,
knn,,,0.493,0.493,0.4963805584281282,0.96,0.65439672801636,0.4666,0.483382909954921,15,south_german_credit,clean,historical500,10.0,k=3,,,,
knn,,,0.488,0.488,0.4937106918238994,0.942,0.6478679504814305,0.434548,0.4681547150900791,15,south_german_credit,clean,historical500,10.0,k=4,,,,
knn,,,0.488,0.488,0.4937629937629937,0.95,0.6497948016415869,0.384204,0.4446381039174137,15,south_german_credit,clean,historical500,10.0,k=5,,,,
knn,,,0.464,0.464,0.4805194805194805,0.888,0.6235955056179775,0.348424,0.4274130248137107,15,south_german_credit,clean,historical500,10.0,k=6,,,,
knn,,,0.481,0.481,0.4900314795383001,0.934,0.64280798348245,0.27965,0.3997275288864603,15,south_german_credit,clean,historical500,10.0,k=7,,,,
knn,,,0.457,0.457,0.4762954796030871,0.864,0.6140724946695096,0.26233,0.3918604494001543,15,south_german_credit,clean,historical500,10.0,k=8,,,,
knn,,,0.492,0.492,0.4958677685950413,0.96,0.6539509536784741,0.2363219999999999,0.3818968772838745,15,south_german_credit,clean,historical500,10.0,k=9,,,,
knn,,,0.471,0.471,0.4845250800426894,0.908,0.6318719554627696,0.2181779999999999,0.37540005935576,15,south_german_credit,clean,historical500,10.0,k=10,,,,
knn,,,0.495,0.495,0.4974463738508682,0.974,0.658553076402975,0.2136319999999999,0.3734755959569233,15,south_german_credit,clean,historical500,10.0,k=11,,,,
knn,,,0.478,0.478,0.4884210526315789,0.928,0.64,0.2122519999999999,0.3741218620417469,15,south_german_credit,clean,historical500,10.0,k=12,,,,
knn,,,0.495,0.495,0.497467071935157,0.982,0.660390047074647,0.2118139999999999,0.3770737883498647,15,south_german_credit,clean,historical500,10.0,k=13,,,,
knn,,,0.483,0.483,0.4911917098445595,0.948,0.647098976109215,0.211534,0.3761124455962278,15,south_german_credit,clean,historical500,10.0,k=14,,,,
knn,,,0.502,0.502,0.501008064516129,0.994,0.6662198391420912,0.2143279999999999,0.3773957457270556,15,south_german_credit,clean,historical500,10.0,k=15,,,,
knn,,,0.499,0.499,0.4994934143870314,0.986,0.6630800268997983,0.2155159999999999,0.3799079337564575,15,south_german_credit,clean,historical500,10.0,k=16,,,,
knn,,,0.503,0.503,0.5015136226034309,0.994,0.6666666666666666,0.215162,0.381029367068475,15,south_german_credit,clean,historical500,10.0,k=17,,,,
knn,,,0.464,0.464,0.4806866952789699,0.896,0.6256983240223464,0.2152099999999999,0.3760676902553639,15,south_german_credit,clean,historical500,10.0,k=18,,,,
knn,,,0.482,0.482,0.4906444906444906,0.944,0.6456908344733242,0.215362,0.373851783627697,15,south_german_credit,clean,historical500,10.0,k=19,,,,
knn,,,0.475,0.475,0.4866310160427807,0.91,0.6341463414634146,0.217418,0.3750779497639861,15,south_german_credit,clean,historical500,10.0,k=20,,,,
linear_regression,,,0.477,0.477,0.4879328436516264,0.93,0.6400550584996559,,,19,south_german_credit,clean,historical500,10.0,default,,,,
logistic,,,0.5,0.5,0.5,1.0,0.6666666666666666,1.0,1.0,6,south_german_credit,clean,revised,20.0,default,,,,
logistic,,,0.6,0.6,0.5555555555555556,1.0,0.7142857142857143,1.0,1.0,11,south_german_credit,clean,revised,20.0,default,24.0,9.0,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,15,south_german_credit,clean,revised,20.0,k=1,,,,
knn,,,0.7,0.7,0.625,1.0,0.7692307692307693,0.7,0.625,15,south_german_credit,clean,revised,20.0,k=2,,,,
knn,,,0.5,0.5,0.5,1.0,0.6666666666666666,0.8,0.7400000000000001,15,south_german_credit,clean,revised,20.0,k=3,,,,
knn,,,0.6,0.6000000000000001,0.5714285714285714,0.8,0.6666666666666666,0.78,0.8142857142857143,15,south_german_credit,clean,revised,20.0,k=4,,,,
knn,,,0.6,0.6,0.5555555555555556,1.0,0.7142857142857143,0.8400000000000001,0.7911111111111111,15,south_german_credit,clean,revised,20.0,k=5,,,,
knn,,,0.7,0.7,0.625,1.0,0.7692307692307693,0.76,0.7,15,south_german_credit,clean,revised,20.0,k=6,,,,
knn,,,0.6,0.6,0.5555555555555556,1.0,0.7142857142857143,0.7599999999999999,0.7333333333333334,15,south_german_credit,clean,revised,20.0,k=7,,,,
knn,,,0.6,0.6000000000000001,0.6666666666666666,0.4,0.5,0.6,0.5666666666666667,15,south_german_credit,clean,revised,20.0,k=8,,,,
knn,,,0.7,0.7,0.625,1.0,0.7692307692307693,0.7,0.625,15,south_german_credit,clean,revised,20.0,k=9,,,,
linear_regression,,,0.5,0.5,0.5,1.0,0.6666666666666666,,,19,south_german_credit,clean,revised,20.0,default,,,,
logistic,"{""C"": 10.0}",0.9788328289538636,0.508,0.508,0.5040485829959515,0.996,0.6693548387096774,0.871544,0.8939990933893613,4,south_german_credit,clean,historical500,20.0,default,,,,
random_forest,"{""max_depth"": null, ""min_samples_leaf"": 1}",0.9778497662330348,0.501,0.501,0.5005005005005005,1.0,0.66711140760507,0.5979559999999999,0.5606289223429733,4,south_german_credit,clean,historical500,20.0,default,,,,
svm,"{""C"": 0.5, ""kernel"": ""linear""}",0.980865547684343,0.505,0.505,0.5025536261491318,0.984,0.665314401622718,0.81809,0.810349699388815,4,south_german_credit,clean,historical500,20.0,default,,,,
knn,"{""n_neighbors"": 5, ""weights"": ""distance""}",0.960487149867733,0.478,0.478,0.488659793814433,0.948,0.6448979591836734,0.461348,0.4806400736001792,4,south_german_credit,clean,historical500,20.0,default,,,,
xgb,"{""max_depth"": 5, ""n_estimators"": 100}",0.9828859510992296,0.505,0.505,0.5025176233635448,0.998,0.6684527796383122,0.6351279999999999,0.5882030012743389,4,south_german_credit,clean,historical500,20.0,default,,,,
logistic,,,0.533,0.533,0.5171696149843913,0.994,0.6803559206023272,0.889836,0.9125717978617496,6,south_german_credit,clean,historical500,20.0,default,,,,
logistic,,,0.505,0.505,0.5025176233635448,0.998,0.6684527796383122,0.908792,0.9264866066330508,11,south_german_credit,clean,historical500,20.0,default,24.0,11.0,,
knn,,,0.464,0.464,0.4811715481171548,0.92,0.6318681318681318,0.464,0.4826778242677824,15,south_german_credit,clean,historical500,20.0,k=1,,,,
knn,,,0.455,0.455,0.4761904761904761,0.9,0.6228373702422145,0.45493,0.4780337503636892,15,south_german_credit,clean,historical500,20.0,k=2,,,,
knn,,,0.464,0.464,0.48125,0.924,0.6328767123287671,0.459516,0.4804391018678253,15,south_german_credit,clean,historical500,20.0,k=3,,,,
knn,,,0.465,0.465,0.4817136886102403,0.922,0.6328071379547014,0.460584,0.480579331165517,15,south_german_credit,clean,historical500,20.0,k=4,,,,
knn,,,0.478,0.478,0.488659793814433,0.948,0.6448979591836734,0.46137,0.4810590658005285,15,south_german_credit,clean,historical500,20.0,k=5,,,,
knn,,,0.459,0.459,0.4784437434279706,0.91,0.6271536871123363,0.466712,0.4837606552268462,15,south_german_credit,clean,historical500,20.0,k=6,,,,
knn,,,0.466,0.466,0.4822916666666667,0.926,0.6342465753424658,0.46763,0.4841861557215378,15,south_german_credit,clean,historical500,20.0,k=7,,,,
knn,,,0.46,0.46,0.4790356394129979,0.914,0.6286107290233838,0.468512,0.4846330048875388,15,south_german_credit,clean,historical500,20.0,k=8,,,,
knn,,,0.462,0.462,0.4801670146137787,0.92,0.6310013717421125,0.4711300000000001,0.4860465643645538,15,south_german_credit,clean,historical500,20.0,k=9,,,,
knn,,,0.459,0.459,0.4784889821615949,0.912,0.6276668960770819,0.471166,0.4860154158010074,15,south_german_credit,clean,historical500,20.0,k=10,,,,
knn,,,0.462,0.462,0.4801255230125523,0.918,0.6304945054945055,0.472066,0.4864549798164792,15,south_german_credit,clean,historical500,20.0,k=11,,,,
knn,,,0.461,0.461,0.4795811518324607,0.916,0.629553264604811,0.47211,0.4865186842050224,15,south_german_credit,clean,historical500,20.0,k=12,,,,
knn,,,0.463,0.463,0.4806687565308254,0.92,0.6314344543582704,0.472098,0.4865027489909316,15,south_german_credit,clean,historical500,20.0,k=13,,,,
knn,,,0.457,0.457,0.4772967265047518,0.904,0.6247408431237043,0.4721680000000001,0.4865964417117995,15,south_german_credit,clean,historical500,20.0,k=14,,,,
knn,,,0.456,0.456,0.4768421052631579,0.906,0.6248275862068966,0.472966,0.4870868967062168,15,south_german_credit,clean,historical500,20.0,k=15,,,,
knn,,,0.455,0.455,0.476290832455216,0.904,0.6238785369220152,0.474738,0.4879095397256228,15,south_german_credit,clean,historical500,20.0,k=16,,,,
knn,,,0.456,0.456,0.476890756302521,0.908,0.6253443526170799,0.47472,0.4879213683653495,15,south_german_credit,clean,historical500,20.0,k=17,,,,
knn,,,0.454,0.454,0.4757383966244726,0.902,0.6229281767955801,0.478306,0.4898012045920983,15,south_german_credit,clean,historical500,20.0,k=18,,,,
knn,,,0.454,0.454,0.4757383966244726,0.902,0.6229281767955801,0.4801219999999999,0.4907978990946969,15,south_german_credit,clean,historical500,20.0,k=19,,,,
knn,,,0.454,0.454,0.4757383966244726,0.902,0.6229281767955801,0.480118,0.49077218804633,15,south_german_credit,clean,historical500,20.0,k=20,,,,
linear_regression,,,0.509,0.509,0.5045778229908443,0.992,0.6689143627781524,,,19,south_german_credit,clean,historical500,20.0,default,,,,
metadata,,,,,,,,,,13,pkdd_czech,clean,matched_pca_variance,,variance=0.90,,,0.9079723751443594,71.0
metadata,,,,,,,,,,13,polish_bankruptcy,clean,matched_pca_variance,,variance=0.90,,,0.903546667920936,31.0
metadata,,,,,,,,,,13,taiwan_bankruptcy,clean,matched_pca_variance,,variance=0.90,,,0.9053424741611414,36.0
metadata,,,,,,,,,,13,south_german_credit,clean,matched_pca_variance,,variance=0.90,,,0.905078068080708,42.0
logistic,,,0.5375,0.5375,0.5194805194805194,1.0,0.6837606837606838,0.955,0.9761626886626888,14,pkdd_czech,clean,1_default_to_4_nondefault,10.0,20 default / 80 non-default snapshots,,,,
logistic,,,0.8875,0.8875,0.8163265306122449,1.0,0.898876404494382,1.0,1.0,14,polish_bankruptcy,clean,1_default_to_4_nondefault,10.0,20 default / 80 non-default snapshots,,,,
logistic,,,0.975,0.975,0.9523809523809524,1.0,0.975609756097561,1.0,1.0,14,taiwan_bankruptcy,clean,1_default_to_4_nondefault,10.0,20 default / 80 non-default snapshots,,,,
logistic,,,0.2625,0.2625,0.3061224489795918,0.375,0.3370786516853932,0.36,0.552991270258201,14,south_german_credit,clean,1_default_to_4_nondefault,10.0,20 default / 80 non-default snapshots,,,,
